unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives
1,Firebase,11,Firebase EventListeners,yes,Questions,https://docs.google.com/presentation/d/1D93sukQYInKtuq786jP5LAfUBHMfAjF45Vl7iqQOuOY,8Zz5Bd5VvQ8,"<ul><li>In this lesson, you'll learn about ChildEventListeners and data snapshots.</li></ul>"
1,Firebase,12,Delete,yes,Questions,https://docs.google.com/presentation/d/1D93sukQYInKtuq786jP5LAfUBHMfAjF45Vl7iqQOuOY,fWkZi3_XJRM,"<ul><li>In this lesson, you'll learn how to delete items from the Firebase and how to listen for deletions, whether made locally or from other clients. </li></ul>"
1,Firebase,13,Update,yes,Questions,https://docs.google.com/presentation/d/1D93sukQYInKtuq786jP5LAfUBHMfAjF45Vl7iqQOuOY,DL_rwDL7MYY,"<ul><li>In this lesson, you'll learn how to push updates to the Firebase. </li><li></li></ul>"
1,Firebase,14,Lab: PhotoBucket,,,https://docs.google.com/presentation/d/1D93sukQYInKtuq786jP5LAfUBHMfAjF45Vl7iqQOuOY,H9REX4zgkxo,"<ul><li>The lab specification is <a href='https://docs.google.com/document/d/1IYWjIMTnMEqxheQxSci1TXYswxDMQWKRCGq-IHt4y_8' target='_blank'>here</a>.</li><li>If you are taking this course in the academic year, get your lab checked off by an instructor or assistant. If you are taking it in the summer, submit your zipped project plus video demo and complete the Moodle 'Firebase' self-evaluation survey before calling it a day.</li></ul>"
2,Firebase Authentication,1,Firebase Authentication Overview,,,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,XSj0nUQ_iw8,"<ul><li>In this lesson, you'll get an introduction to the PasswordKeeper app that we'll create in this unit. It has options to authenticate using email&password, Google, and Rose-Hulman credentials.</li></ul>"
2,Firebase Authentication,2,PasswordKeeper,yes,Questions,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,CSKn4lJobCk,"<ul><li>In this lesson, you'll download the starting code and get an introduction to the parts that we will need to modify.</li></ul>"
2,Firebase Authentication,3,Security Rules,yes,Questions,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,7JTkVHaVT00,"<ul><li>In this lesson, you will learn about how to restrict and validate access to various paths in your Firebase.</li></ul>"
2,Firebase Authentication,4,Email & Password Authentication Setup,yes,Questions,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,C572KG77ids,"<ul><li>In this lesson, you'll learn how to set up users in Firebase to use email&password authentication.</li></ul>"
2,Firebase Authentication,5,Email & Password Authentication Code,yes,Questions,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,7GZVkEAx-DM,"<ul><li>In this lesson, you'll write code to check if a user is authenticated, to authenticate them, and to respond once Firebase passes back an authentication token. </li></ul>"
2,Firebase Authentication,6,Google Authentication Setup,yes,Questions,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,akyHJBPK-ds,"<ul><li>In this lesson, you'll do all the setup required to authenticate vs Google using OAuth. </li></ul>"
2,Firebase Authentication,7,Google Authentication Code,yes,Questions,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,bNIQdinmKgI,"<ul><li>In this lesson, you'll write the code to authenticate a user using their google account. It's more complex than email&password, since we must handle google sign-in and get an OAuth token from Google.</li></ul>"
2,Firebase Authentication,8,RosefireAuthenticationSetup,yes,Questions,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,zrpZctt8ZXY,"<ul><li>In this lesson, we'll get a registry token from the Rosefire server that we need in our app.</li></ul>"
2,Firebase Authentication,9,Rosefire Authentication Code,yes,Questions,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,sE_8KycfVoc,"<ul><li>In this lesson, we'll authenticate using Rosefire.</li></ul>"
2,Firebase Authentication,10,Lab: Our PhotoBucket,,,https://docs.google.com/presentation/d/1yCGjSnnFtbYKWSNTCz1ZDTQ1f46WAaqm6ejcSakGPCs,EFdjEr2RydA,"<ul><li>The lab specification is <a href='https://docs.google.com/document/d/1b78t2EEEahDxuSJ8W1njVAt-nBPxu5u73GYnouI9x14' target='_blank'>here</a>.</li><li>If you are taking this course in the academic year, get your lab checked off by an instructor or assistant. If you are taking it in the summer, submit your zipped project plus video demo and complete the Moodle 'FirebaseAuth' self-evaluation survey before calling it a day.</li></ul>"
3,Firebase ComplexData,1,Firebase Complex Data Overview,,,https://docs.google.com/presentation/d/1uYPRZCkHyTL6QresvV-K25mJlcpIbmOq4frLT8OwtUs,pu0pJxrtm70,"<ul><li>In this lesson, you'll get an introduction to the GradeRecorder app that we'll invistigate and extend in this unit.</li></ul>"
3,Firebase ComplexData,2,Firebase Data Design,yes,Questions,https://docs.google.com/presentation/d/1uYPRZCkHyTL6QresvV-K25mJlcpIbmOq4frLT8OwtUs,rtuou_a-DHI,"<ul><li>In this lesson, we'll design the data models for the GradeRecorder app.</li></ul>"
3,Firebase ComplexData,3,GradeRecorder Setup,yes,Questions,https://docs.google.com/presentation/d/1uYPRZCkHyTL6QresvV-K25mJlcpIbmOq4frLT8OwtUs,MYGAwN06frw,"<ul><li>In this lesson, you'll download the starting code and get a quick introduction to the parts that we will need to modify.</li></ul>"
3,Firebase ComplexData,4,GradeRecorder Firebase Code,yes,Questions,https://docs.google.com/presentation/d/1uYPRZCkHyTL6QresvV-K25mJlcpIbmOq4frLT8OwtUs,TNDvAQcPQic,"<ul><li>In this lesson, you'll investigate the Student and Assignment fragments and adapters and learn about Queries and SingleValueEvents.</li></ul>"
3,Firebase ComplexData,5,GradeRecorder Firebase Code Part2,yes,Questions,https://docs.google.com/presentation/d/1uYPRZCkHyTL6QresvV-K25mJlcpIbmOq4frLT8OwtUs,UMojDIuwkcI,"<ul><li>In this lesson, you'll investigate the Course and Owner fragments and adapters to see an example of doubly-linked data and cascaded listeners.</li></ul>"
3,Firebase ComplexData,6,Lab: GradeRecorder,,,https://docs.google.com/presentation/d/1uYPRZCkHyTL6QresvV-K25mJlcpIbmOq4frLT8OwtUs,qhGQ5GmElDQ,"<ul><li>The lab specification is <a href='https://docs.google.com/document/d/1cTjoycGR7MT4rmw9rebFSDqVDMMwkBFuQJVMJDiYWmc' target='_blank'>here</a>.</li><li>If you are taking this course in the academic year, get your lab checked off by an instructor or assistant. If you are taking it in the summer, submit your zipped project plus video demo and complete the Moodle 'FirebaseComplexData' self-evaluation survey before calling it a day.</li></ul>"
